Illinois
1997
"Taft, J. B., Wilhelm, G. S., Ladd, D. M., & Masters, L. A. 1997. Floristic quality assessment for vegetation in Illinois, a method for assessing vegetation integrity. Westville: Illinois Native Plant Society."
"Illinois  , 1997"

"Total Species:",3040
"Native Species:",2084
"Non-native Species:",956
"Total Mean C:",4.4
"Native Mean C:",6.4

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Baptisia leucophaea",,BAPLEL,native,9,5,forb,perennial,"cream wild indigo"
"Baptisia leucophaea v. glabrescens",,BAPLEG,native,9,5,forb,perennial,"cream wild indigo"
"Baptisia tinctoria v. crebra",,BAPTIN,native,10,5,forb,perennial,"yellow wild indigo"
"Barbarea verna",,BARVER,non-native,0,5,forb,biennial,"early winter cress"
"Barbarea vulgaris",,BARVUL,non-native,0,0,forb,biennial,"winter cress"
"Bartonia paniculata",,BARPAN,native,10,-5,forb,annual,screwstem
"Bartonia virginica",,BARVIR,native,10,-4,forb,annual,"yellow bartonia"
"Beckmannia syzigachne",,BECSYZ,native,10,-5,grass,annual,"american slough grass"
"Belamcanda chinensis",,BELCHI,non-native,0,5,forb,perennial,"blackberry lilly"
"Bellis perennis",,BELPER,non-native,0,5,forb,perennial,"english daisy"
"Berberis canadensis",,BERCAN,native,10,5,shrub,perennial,"allegheny barberry"
"Berberis thunbergii",,BERTHU,non-native,0,4,shrub,perennial,"japanese barberry"
"Berberis vulgaris",,BERVUL,non-native,0,3,shrub,perennial,"common barberry"
"Berchemia scandens",,BERSCA,native,5,-1,vine,perennial,supple-jack
"Bergia texana",,BERTEX,native,10,-5,forb,annual,bergia
"Berteroa incana",,BERINC,non-native,0,5,forb,annual,"hoary alyssum"
"Berula erecta",,BERERE,native,10,-5,forb,perennial,"water parsnip"
"Besseya bullii",,BESBUL,native,8,5,forb,perennial,"kitten tails"
"Betula alleghaniensis",,BETALL,native,10,0,tree,perennial,"yellow birch"
"Betula nigra",,BETNIG,native,4,-3,tree,perennial,"river birch"
"Betula papyrifera",,BETPAP,native,7,2,tree,perennial,"paper birch"
"Betula pendula",,BETPEN,non-native,0,2,tree,perennial,"european white birch"
"Betula populifolia",,BETPOP,non-native,0,0,tree,perennial,"gray birch"
"Betula pumila",,BETPUM,native,10,-5,shrub,perennial,"dwarf birch"
"Bidens aristosa",,BIDARA,native,1,-3,forb,annual,"swamp marigold"
"Bidens aristosa v. retrorsa",,BIDARR,native,1,-3,forb,annual,"bur marigold"
"Bidens bipinnata",,BIDBIP,non-native,0,-2,forb,annual,"spanish needles"
"Bidens cernua",,BIDCER,native,2,-5,forb,annual,"nodding bur marigold"
"Bidens connata",,BIDCON,native,2,-5,forb,annual,"purplestemmed tickseed"
"Bidens coronata",,BIDCOR,native,7,-5,forb,annual,"tall swamp marigold"
"Bidens discoidea",,BIDDIS,native,6,-3,forb,annual,"swamp beggars ticks"
"Bidens frondosa",,BIDFRO,native,1,-3,forb,annual,"common beggars ticks"
"Bidens tripartita",,BIDTRI,native,2,-5,forb,annual,"swamp tickseed"
"Bidens vulgata",,BIDVUL,native,0,-3,forb,annual,"tall beggars ticks"
"Bignonia capreolata",,BIGCAP,native,8,-3,vine,perennial,"cross vine"
"Blephilia ciliata",,BLECIL,native,6,5,forb,perennial,"ohio horse mint"
"Blephilia hirsuta",,BLEHIR,native,5,4,forb,perennial,"wood mint"
"Boehmeria cylindrica",,BOECYC,native,3,-5,forb,perennial,"false nettle"
"Boehmeria cylindrica v. drummondiana",,BOECYD,native,3,-5,forb,perennial,"rough false nettle"
"Boltonia asteroides",,BOLAST,native,5,-3,forb,perennial,"false aster"
"Boltonia decurrens",,BOLDEC,native,4,-5,forb,perennial,"illinois false aster"
"Boltonia diffusa",,BOLDIF,native,4,-3,forb,perennial,"false aster"
"Borago officinalis",,BOROFF,non-native,0,5,forb,annual,borage
"Bothriochloa saccharoides",,BOTSAC,non-native,0,5,grass,perennial,"silver beardgrass"
"Botrychium biternatum",,BOTBIT,native,7,1,fern,perennial,"southern grape fern"
"Botrychium dissectum",,BOTDID,native,6,0,fern,perennial,"bronze fern"
"Botrychium dissectum v. obliquum",,BOTDIO,native,4,0,fern,perennial,"bronze fern"
"Botrychium matricariaefolium",,BOTMAT,native,10,3,fern,perennial,"daisy-leaf grape fern"
"Botrychium multifidum",,BOTMUL,native,10,3,fern,perennial,"northern grape fern"
"Botrychium oneidense",,BOTONE,native,10,5,fern,perennial,"oneida grape fern"
"Botrychium simplex",,BOTSIM,native,4,0,fern,perennial,"dwarf grape fern"
"Botrychium virginianum",,BOTVIR,native,4,3,fern,perennial,"rattlesnake fern"
"Bouteloua curtipendula",,BOUCUR,native,7,5,grass,perennial,"side-oats grama"
"Bouteloua gracilis",,BOUGRA,native,5,5,grass,perennial,"blue grama"
"Bouteloua hirsuta",,BOUHIR,native,9,5,grass,perennial,"hairy grama"
"Brachyelytrum erectum",,BRAERE,native,7,5,grass,perennial,"long-awned wood grass"
"Brasenia schreberi",,BRASCH,native,7,-5,forb,perennial,watershield
"Brassica hirta",,BRAHIR,non-native,0,5,forb,annual,"white mustard"
"Brassica juncea",,BRAJUN,non-native,0,5,forb,annual,"indian mustard"
"Brassica kaber",,BRAKAB,native,0,5,forb,annual,charlock
"Brassica napus",,BRANAP,non-native,0,5,forb,annual,turnip
"Brassica nigra",,BRANIG,non-native,0,5,forb,annual,"black mustard"
"Brassica oleracea",,BRAOLE,non-native,0,5,forb,annual,mustard
"Brassica rapa",,BRARAP,non-native,0,5,forb,annual,"birds rape"
"Brickellia eupatorioides",,BRIEUP,native,6,5,forb,perennial,"false boneset"
"Briza maxima",,BRIMAX,non-native,0,5,grass,annual,"big quaking grass"
"Bromus arvensis",,BROARV,non-native,0,5,grass,perennial,chess
"Bromus brizaeformis",,BROBRI,non-native,0,5,grass,annual,"rattlesnake chess"
"Bromus carinatus",,BROCAR,non-native,0,5,grass,perennial,"california brome"
"Bromus catharticus",,BROCAT,non-native,0,5,grass,annual,"rescue grass"
"Bromus ciliatus",,BROCIL,native,10,-5,grass,perennial,"fringed brome"
"Bromus commutatus",,BROCOM,non-native,0,5,grass,annual,"hairy brome"
"Bromus erectus",,BROERE,non-native,0,5,grass,perennial,"erect brome grass"
"Bromus hordeaceus",,BROHOR,non-native,0,5,grass,annual,"soft chess"
"Bromus inermis",,BROINE,non-native,0,5,grass,perennial,"hungarian brome"
"Bromus japonicus",,BROJAP,non-native,0,3,grass,annual,"japanese chess"
"Bromus kalmii",,BROKAL,native,10,0,grass,perennial,"prairie brome"
"Bromus marginatus",,BROMAR,non-native,0,5,grass,perennial,"mountain brome"
"Bromus nottowayanus",,BRONOT,native,10,3,grass,perennial,"woodland brome"
"Bromus pubescens",,BROPUB,native,5,2,grass,perennial,"woodland brome"
"Bromus purgans",,BROPUR,native,7,-2,grass,perennial,"ear-leaved brome"
"Bromus racemosus",,BRORAC,non-native,0,5,grass,annual,"smooth chess"
"Bromus secalinus",,BROSEC,non-native,0,5,grass,annual,"cheat grass"
"Bromus squarrosus",,BROSQU,non-native,0,5,grass,annual,"nodding brome"
"Bromus sterilis",,BROSTE,non-native,0,5,grass,annual,"poverty brome"
"Bromus tectorum",,BROTEC,non-native,0,5,grass,annual,"cheat grass"
"Broussonetia papyrifera",,BROPAP,non-native,0,5,tree,perennial,"paper mulberry"
"Brunnichia ovata",,BRUOVA,non-native,0,-3,vine,perennial,"buckwheat vine"
"Buchloe dactyloides",,BUCDAC,non-native,0,4,grass,perennial,"buffalo grass"
"Buchnera americana",,BUCAME,native,10,1,forb,perennial,"blue hearts"
"Buglossoides arvense",,BUGARV,non-native,0,5,forb,annual,"corn gromwell"
"Bulbostylis capillaris",,BULCAP,native,4,2,sedge,annual,"hair sedge"
"Bumelia lanuginosa",,BUMLAN,native,10,3,tree,perennial,"chittam wood"
"Bumelia lycioides",,BUMLYC,native,10,-3,shrub,perennial,"southern buckthorn"
"Bupleurum rotundifolium",,BUPROT,non-native,0,5,forb,annual,thoroughwax
"Butomus umbellatus",,BUTUMB,non-native,0,-5,forb,perennial,"flowering rush"
"Cabomba caroliniana",,CABCAR,native,8,-5,forb,perennial,cabomba
"Cacalia atriplicifolia",,CACATR,native,5,5,forb,perennial,"pale indian plantain"
"Cacalia muhlenbergii",,CACMUH,native,10,5,forb,perennial,"great indian plantain"
"Cacalia plantaginea",,CACPLA,native,10,0,forb,perennial,"prairie indian plantain"
"Cacalia suaveolens",,CACSUA,native,10,-5,forb,perennial,"sweet indian plantain"
"Cakile edentula v. lacustris",,CAKLAC,native,9,3,forb,annual,"sea rocket"
"Calamagrostis canadensis",,CALCAN,native,3,-5,grass,perennial,"blue joint grass"
"Calamagrostis epigeios",,CALEPI,non-native,0,-5,grass,perennial,feathertop
"Calamagrostis inexpansa v. brevior",,CALINE,native,5,-4,grass,perennial,"bog reed grass"
"Calamagrostis neglecta",,CALNEG,non-native,0,-4,grass,perennial,"reed-bent grass"
"Calamintha arkansana",,CALARK,native,8,-3,forb,perennial,"low calamint"
"Calamovilfa longifolia",,CALLON,native,8,5,grass,perennial,"sand reed"
"Calla palustris",,CALLPA,native,10,-5,forb,perennial,"water arum"
"Callirhoe alcaeoides",,CALALC,native,5,5,forb,perennial,"pale poppy mallow"
"Callirhoe digitata",,CALDIG,non-native,0,5,forb,perennial,"poppy mallow"
"Callirhoe involucrata",,CALINV,non-native,0,5,forb,perennial,"purple poppy mallow"
"Callirhoe triangulata",,CALTRI,native,9,5,forb,perennial,"clustered poppy mallow"
"Callitriche heterophylla",,CALHET,native,5,-5,forb,annual,"large water starwort"
"Callitriche terrestris",,CALTER,native,2,3,forb,annual,"terrestrial starwort"
"Callitriche verna",,CALVER,native,5,-5,forb,perennial,"common water starwort"
"Calopogon tuberosus",,CALTUB,native,10,-5,forb,perennial,"grass pink orchid"
"Caltha palustris",,CALTPA,native,7,-5,forb,perennial,cowslip
"Calycanthus floridus",,CALFLO,non-native,0,5,shrub,perennial,strawberry-shrub
"Calycocarpum lyonii",,CALLYO,native,7,-3,vine,perennial,cupseed
"Calylophus serrulatus",,CALSER,non-native,0,5,shrub,perennial,"toothed evening primrose"
"Calystegia pubescens",,CALPUB,non-native,0,5,forb,perennial,"california rose"
"Calystegia sepium",,CALSEP,native,1,0,forb,perennial,"american bindweed"
"Calystegia spithamaea",,CALSPI,native,10,5,forb,perennial,"dwarf bindweed"
"Camassia angusta",,CAMANG,native,7,5,forb,perennial,"wild hyacinth"
"Camassia scilloides",,CAMSCI,native,7,-1,forb,perennial,"wild hyacinth"
"Camelina microcarpa",,CAMMIC,non-native,0,5,forb,annual,"small-fruited false flax"
"Camelina sativa",,CAMSAT,non-native,0,5,forb,annual,"false flax"
"Campanula americana",,CAMAME,native,4,0,forb,annual,"american bellflower"
"Campanula aparinoides",,CAMAPA,native,8,-5,forb,perennial,"marsh bellflower"
"Campanula glomerata",,CAMGLO,non-native,0,5,forb,perennial,"clustered bellflower"
"Campanula rapunculoides",,CAMRAP,non-native,0,5,forb,perennial,"european bellflower"
"Campanula rotundifolia",,CAMROT,native,8,1,forb,perennial,harebell
"Campanula uliginosa",,CAMULI,native,10,-5,forb,perennial,"marsh bellflower"
"Campsis radicans",,CAMRAD,native,2,0,vine,perennial,"trumpet creeper"
"Canavalia ensiformis",,CANENS,non-native,0,5,forb,annual,"jack bean"
"Cannabis sativa",,CANSAT,non-native,0,0,forb,annual,hashish
"Capsella bursa-pastoris",,CAPBUR,non-native,0,1,forb,annual,"shepherds purse"
"Caragana arborescens",,CARARB,non-native,0,5,shrub,perennial,"pea tree"
"Cardamine bulbosa",,CARBUL,native,5,-5,forb,perennial,"bulb bittercress"
"Cardamine douglassii",,CARDOU,native,6,-3,forb,perennial,"northern bitter cress"
"Cardamine hirsuta",,CARHIR,non-native,0,3,forb,annual,"hairy bitter cress"
"Cardamine parviflora v. arenicola",,CARPAR,native,2,0,forb,annual,"small-flowered bitter cress"
"Cardamine pensylvanica",,CARPEN,native,3,-4,forb,biennial,"bitter cress"
"Cardamine pratensis v. palustris",,CARPRA,native,10,-5,forb,perennial,"cuckoo flower"
"Cardaria draba",,CARDRA,non-native,0,5,forb,perennial,"hoary cress"
"Cardiospermum halicacabum",,CARHAL,non-native,0,0,forb,annual,love-in-a-puss
"Carduus acanthoides",,CARACA,non-native,0,5,forb,biennial,"acanthus bristle thistle"
"Carduus nutans",,CARNUT,non-native,0,5,forb,biennial,"musk bristle thistle"
"Carex aggregata",,CXAGGR,native,4,5,sedge,perennial,"smooth clustered sedge"
"Carex alata",,CXALAT,native,10,-5,sedge,perennial,"winged oval sedge"
"Carex albolutescens",,CXALBO,native,9,-3,sedge,perennial,"long-fruited oval sedge"
"Carex albursina",,CXALBU,native,7,5,sedge,perennial,"blunt-scaled wood sedge"
"Carex alopecoidea",,CXALOP,native,4,-4,sedge,perennial,"brown-headed fox sedge"
"Carex amphibola",,CXAMPH,native,7,-1,sedge,perennial,"gray sedge"
"Carex annectens",,CXANNA,native,3,-3,sedge,perennial,"large yellow fox sedge"
"Carex annectens v. xanthocarpa",,CXANNX,native,3,-3,sedge,perennial,"small yellow fox sedge"
"Carex arkansana",,CXARKA,native,8,3,sedge,perennial,"arkansas sedge"
"Carex artitecta",,CXARTI,native,5,5,sedge,perennial,"blunt-scaled oak sedge"
"Carex atherodes",,CXATHE,native,6,-5,sedge,perennial,"hairy-leaved lake sedge"
"Carex aurea",,CXAURE,native,9,-4,sedge,perennial,"golden sedge"
"Carex bebbii",,CXBEBB,native,8,-5,sedge,perennial,"bebbs oval sedge"
"Carex bicknellii",,CXBICK,native,8,1,sedge,perennial,"bicknells sedge"
"Carex blanda",,CXBLAN,native,2,0,sedge,perennial,"common wood sedge"
"Carex brevior",,CXBREV,native,4,0,sedge,perennial,"plains oval sedge"
"Carex bromoides",,CXBROM,native,10,-5,sedge,perennial,"brome hummock sedge"
"Carex brunnescens v. sphaerostachya",,CXBRUN,native,10,-5,sedge,perennial,"green bog sedge"
"Carex bushii",,CXBUSH,native,4,-3,sedge,perennial,"long-scaled green sedge"
"Carex buxbaumii",,CXBUXB,native,9,-5,sedge,perennial,"dark-scaled sedge"
"Carex canescens v. disjuncta",,CXCANE,native,10,-5,sedge,perennial,"gray bog sedge"
"Carex careyana",,CXCARE,native,10,5,sedge,perennial,"careys wood sedge"
"Carex caroliniana",,CXCARO,native,7,0,sedge,perennial,"short-scaled green sedge"
"Carex cephaloidea",,CXCEPD,native,5,2,sedge,perennial,"rough clustered sedge"
"Carex cephalophora",,CXCEPP,native,3,3,sedge,perennial,"short-headed bracted sedge"
"Carex chordorrhiza",,CXCHOR,native,10,-5,sedge,perennial,"cordroot sedge"
"Carex communis",,CXCOMM,native,9,5,sedge,perennial,"common beech sedge"
"Carex comosa",,CXCOMO,native,6,-5,sedge,perennial,"bristly sedge"
"Carex conjuncta",,CXCONJ,native,5,-3,sedge,perennial,"green-headed fox sedge"
"Carex conoidea",,CXCONO,native,10,-5,sedge,perennial,"prairie gray sedge"
"Carex crawei",,CXCRAE,native,7,-5,sedge,perennial,"early fen sedge"
"Carex crawfordii",,CXCRAF,native,7,-1,sedge,perennial,"crawfords oval sedge"
"Carex crinita",,CXCRIN,native,8,-5,sedge,perennial,"fringed sedge"
"Carex cristatella",,CXCRIS,native,3,-4,sedge,perennial,"crested oval sedge"
"Carex crus-corvi",,CXCRUS,native,6,-5,sedge,perennial,"crowfoot fox sedge"
"Carex cryptolepis",,CXCRYP,native,9,-5,sedge,perennial,"small yellow sedge"
"Carex cumulata",,CXCUMU,native,10,4,sedge,perennial,"crowded oval sedge"
"Carex davisii",,CXDAVI,native,3,-1,sedge,perennial,"awned graceful sedge"
"Carex debilis",,CXDEBI,native,10,-3,sedge,perennial,"weak sedge"
"Carex decomposita",,CXDECO,native,10,-5,sedge,perennial,"broad-leaved panicled sedge"
"Carex diandra",,CXDIAN,native,10,-5,sedge,perennial,"bog panicled sedge"
"Carex digitalis",,CXDIGI,native,8,5,sedge,perennial,"narrow-leaved wood sedge"
"Carex disperma",,CXDISP,native,10,-5,sedge,perennial,"two-seeded sedge"
"Carex eburnea",,CXEBUR,native,9,4,sedge,perennial,"ivory sedge"
"Carex echinata",,CXECHI,native,10,-5,sedge,perennial,"large-fruited star sedge"
"Carex emmonsii",,CXEMMO,native,10,5,sedge,perennial,"sharp-scaled oak sedge"
"Carex emoryi",,CXEMOR,native,6,-5,sedge,perennial,"riverbank sedge"
"Carex festucacea",,CXFEST,native,6,0,sedge,perennial,"fescue oval sedge"
"Carex flaccosperma",,CXFLAC,native,10,-3,sedge,perennial,"pale gray sedge"
"Carex foenea",,CXFOEN,native,7,5,sedge,perennial,"running savanna sedge"
"Carex formosa",,CXFORM,native,10,-4,sedge,perennial,"awnless graceful sedge"
"Carex frankii",,CXFRAN,native,4,-5,sedge,perennial,"bristly cattail sedge"
"Carex garberi",,CXGARB,native,10,-3,sedge,perennial,"false golden sedge"
"Carex gigantea",,CXGIGA,native,10,-5,sedge,perennial,"greater hop sedge"
"Carex glaucodea",,CXGLAU,native,5,5,sedge,perennial,"blue sedge"
"Carex gracilescens",,CXGRAS,native,7,5,sedge,perennial,"slender wood sedge"
"Carex gracillima",,CXGRAM,native,9,3,sedge,perennial,purple-sheathed
"Carex granularis",,CXGRNG,native,2,-4,sedge,perennial,"pale sedge"
"Carex granularis v. haleana",,CXGRAH,native,2,-4,sedge,perennial,"pale sedge"
"Carex gravida",,CXGRVG,native,4,5,sedge,perennial,"long-awned bracted sedge"
"Carex gravida v. lunelliana",,CXGRAL,native,4,5,sedge,perennial,"long-awned bracted sedge"
"Carex grayi",,CXGRAY,native,6,-4,sedge,perennial,"common bur sedge"
"Carex grisea",,CXGRIS,native,3,5,sedge,perennial,"wood gray sedge"
"Carex haydenii",,CXHAYD,native,7,-5,sedge,perennial,"long-scaled tussock sedge"
"Carex hirsutella",,CXHIRS,native,5,4,sedge,perennial,"hairy green sedge"
"Carex hirtifolia",,CXHIRT,native,6,5,sedge,perennial,"hairy wood sedge"
"Carex hitchcockiana",,CXHITC,native,10,5,sedge,perennial,"hairy gray sedge"
"Carex hyalinolepis",,CXHYAL,native,4,-5,sedge,perennial,"southern lake sedge"
"Carex hystericina",,CXHYST,native,6,-5,sedge,perennial,"porcupine sedge"
"Carex incomperta",,CXINCO,native,10,-3,sedge,perennial,"atlantic star sedge"
"Carex interior",,CXINTE,native,8,-5,sedge,perennial,"prairie star sedge"
"Carex intumescens",,CXINTU,native,9,-4,sedge,perennial,"shining bur sedge"
"Carex jamesii",,CXJAME,native,4,5,sedge,perennial,"grass sedge"
"Carex lacustris",,CXLACU,native,6,-5,sedge,perennial,"common lake sedge"
"Carex laeviconica",,CXLAEC,native,10,-5,sedge,perennial,"long-toothed lake sedge"
"Carex laevivaginata",,CXLAEG,native,7,-5,sedge,perennial,"smooth-sheathed lake sedge"
"Carex lanuginosa",,CXLANU,native,4,-5,sedge,perennial,"wooly sedge"
"Carex lasiocarpa",,CXLASI,native,10,-5,sedge,perennial,"narrow-leaved woolly sedge"
"Carex laxiculmis",,CXLAXC,native,8,5,sedge,perennial,"weak-stemmed wood sedge"
"Carex laxiflora",,CXLAXF,native,10,0,sedge,perennial,"beech wood sedge"
"Carex leavenworthii",,CXLEAV,native,2,5,sedge,perennial,"dwarf bracted sedge"
"Carex leptalea",,CXLEPT,native,10,-5,sedge,perennial,"slender sedge"
"Carex limosa",,CXLIMO,native,10,-5,sedge,perennial,"muck sedge"
"Carex longii",,CXLONG,native,8,0,sedge,perennial,"round-shouldered oval sedge"
"Carex louisianica",,CXLOUI,native,9,-5,sedge,perennial,"southern hop sedge"
"Carex lupuliformis",,CXLUPF,native,5,-4,sedge,perennial,"knobbed hop sedge"
"Carex lupulina",,CXLUPN,native,5,-5,sedge,perennial,"common hop sedge"
"Carex lurida",,CXLURI,native,7,-5,sedge,perennial,"bottlebrush sedge"
"Carex meadii",,CXMEAD,native,6,4,sedge,perennial,"meads stiff sedge"
"Carex molesta",,CXMOLE,native,2,0,sedge,perennial,"field oval sedge"
"Carex muhlenbergii",,CXMUHM,native,5,5,sedge,perennial,"sand bracted sedge"
"Carex muhlenbergii v. enervis",,CXMUHE,native,5,5,sedge,perennial,"sand bracted sedge"
"Carex muskingumensis",,CXMUSK,native,6,-5,sedge,perennial,"swamp oval sedge"
"Carex nebraskensis",,CXNEBR,non-native,0,-5,sedge,perennial,"plains tussock sedge"
"Carex nigromarginata",,CXNIGR,native,10,5,sedge,perennial,"dark bracted oak sedge"
"Carex normalis",,CXNORM,native,4,-3,sedge,perennial,"spreading oval sedge"
"Carex oligocarpa",,CXOLIC,native,5,5,sedge,perennial,"few-fruited gray sedge"
"Carex oligosperma",,CXOLIS,native,10,-5,sedge,perennial,"running bog sedge"
"Carex oxylepis",,CXOXYL,native,10,-3,sedge,perennial,"short-stalked graceful sedge"
"Carex pallescens",,CXPALL,native,10,5,sedge,perennial,"pale green sedge"
"Carex pedunculata",,CXPEDU,native,10,5,sedge,perennial,"long-stalked hummock sedge"
"Carex pensylvanica",,CXPENP,native,5,5,sedge,perennial,"pennsylvania oak sedge"
"Carex pensylvanica v. distans",,CXPEND,native,5,5,sedge,perennial,"pennsylvania oak sedge"
"Carex physorhyncha",,CXPHYS,native,10,5,sedge,perennial,"slender oak sedge"
"Carex plantaginea",,CXPLAN,native,10,5,sedge,perennial,"plantain-leaved wood sedge"
"Carex platyphylla",,CXPLAT,native,10,5,sedge,perennial,"broad-leaved wood sedge"
"Carex praegracilis",,CXPRAE,non-native,0,-3,sedge,perennial,"expressway sedge"
"Carex prairea",,CXPRAI,native,10,-5,sedge,perennial,"fen panicled sedge"
"Carex prasina",,CXPRAS,native,10,-5,sedge,perennial,"leek sedge"
"Carex praticola",,CXPRAT,non-native,0,5,sedge,perennial,"large-fruited oval sedge"
"Carex projecta",,CXPROJ,native,4,-5,sedge,perennial,"loose-headed oval sedge"
"Carex radiata",,CXRADI,native,5,5,sedge,perennial,"straight-styled wood sedge"
"Carex reniformis",,CXRENI,native,10,-5,sedge,perennial,"greater oval sedge"
"Carex retroflexa",,CXRETF,native,5,5,sedge,perennial,"bent bracted sedge"
"Carex retrorsa",,CXRETS,native,7,-5,sedge,perennial,"deflexed bottlebrush sedge"
"Carex richardsonii",,CXRICS,native,10,5,sedge,perennial,"prairie hummock sedge"
"Carex richii",,CXRICI,native,10,5,sedge,perennial,"awned oval sedge"
